Date,Area,Category,Phase
1867-04-29,0.3619,7,0.8191
1867-04-30,0.2939,7,0.8531
1867-05-01,0.2258,7,0.8871
1867-05-02,0.1578,7,0.9211
1867-05-03,0.0898,0,0.9551
1867-05-04,0.0217,0,0.9891
1867-05-05,0.0464,0,0.0232
1867-05-06,0.1146,0,0.0573
1867-05-07,0.1829,1,0.0914
1867-05-08,0.2511,1,0.1255
1867-05-09,0.3193,1,0.1597
1867-05-10,0.3876,2,0.1938
1867-05-11,0.4558,2,0.2279
1867-05-12,0.524,2,0.262
1867-05-13,0.5922,3,0.2961
1867-05-14,0.6605,3,0.3302
1867-05-15,0.7287,3,0.3643
1867-05-16,0.7969,3,0.3985
1867-05-17,0.8651,3,0.4326
1867-05-18,0.9334,4,0.4667
1867-05-19,0.9984,4,0.5008
1867-05-20,0.9302,4,0.5349
1867-05-21,0.862,5,0.569
1867-05-22,0.7937,5,0.6031
1867-05-23,0.7255,5,0.6373
1867-05-24,0.6573,5,0.6714
1867-05-25,0.589,6,0.7055
1867-05-26,0.5208,6,0.7396
1867-05-27,0.4526,7,0.7737
1867-05-28,0.3844,7,0.8078
1867-05-29,0.3161,7,0.8419
1867-05-30,0.2479,7,0.876
1867-05-31,0.1797,7,0.9102
1867-06-01,0.1115,0,0.9443
1867-06-02,0.0432,0,0.9784
1867-06-03,0.025,0,0.0125
1867-06-04,0.0934,0,0.0467
1867-06-05,0.1617,1,0.0808
1867-06-06,0.23,1,0.115
1867-06-07,0.2983,1,0.1492
1867-06-08,0.3666,1,0.1833
1867-06-09,0.4349,2,0.2175
1867-06-10,0.5033,2,0.2516
1867-06-11,0.5716,3,0.2858
1867-06-12,0.6399,3,0.3199
1867-06-13,0.7082,3,0.3541
1867-06-14,0.7765,3,0.3883
1867-06-15,0.8448,3,0.4224
1867-06-16,0.9132,4,0.4566
1867-06-17,0.9815,4,0.4907
1867-06-18,0.9502,4,0.5249
1867-06-19,0.8819,4,0.5591
1867-06-20,0.8136,5,0.5932
1867-06-21,0.7453,5,0.6274
1867-06-22,0.6769,5,0.6615
1867-06-23,0.6086,6,0.6957
1867-06-24,0.5403,6,0.7299
1867-06-25,0.472,7,0.764
1867-06-26,0.4037,7,0.7982
1867-06-27,0.3353,7,0.8323
1867-06-28,0.267,7,0.8665
1867-06-29,0.1987,7,0.9006
1867-06-30,0.1304,7,0.9348
1867-07-01,0.0621,0,0.969
1867-07-02,0.0062,0,0.0031
1867-07-03,0.0745,0,0.0373
1867-07-04,0.1428,1,0.0714
1867-07-05,0.2111,1,0.1055
1867-07-06,0.2794,1,0.1397
1867-07-07,0.3477,1,0.1738
1867-07-08,0.416,2,0.208
1867-07-09,0.4842,2,0.2421
1867-07-10,0.5525,3,0.2763
1867-07-11,0.6208,3,0.3104
1867-07-12,0.6891,3,0.3446
1867-07-13,0.7574,3,0.3787
1867-07-14,0.8257,3,0.4128
1867-07-15,0.894,4,0.447
1867-07-16,0.9623,4,0.4811
1867-07-17,0.9695,4,0.5153
1867-07-18,0.9012,4,0.5494
1867-07-19,0.8329,5,0.5836
1867-07-20,0.7646,5,0.6177
1867-07-21,0.6963,5,0.6518
1867-07-22,0.628,5,0.686
1867-07-23,0.5597,6,0.7201
1867-07-24,0.4915,6,0.7543
1867-07-25,0.4232,7,0.7884
1867-07-26,0.3549,7,0.8226
1867-07-27,0.2866,7,0.8567
1867-07-28,0.2183,7,0.8908
1867-07-29,0.15,7,0.925
1867-07-30,0.0817,0,0.9591
1867-07-31,0.0134,0,0.9933
1867-08-01,0.0547,0,0.0274
1867-08-02,0.1229,0,0.0614
1867-08-03,0.191,1,0.0955
1867-08-04,0.2592,1,0.1296
1867-08-05,0.3273,1,0.1637
1867-08-06,0.3955,2,0.1977
1867-08-07,0.4636,2,0.2318
1867-08-08,0.5318,3,0.2659
1867-08-09,0.5999,3,0.3
1867-08-10,0.6681,3,0.334
1867-08-11,0.7362,3,0.3681
1867-08-12,0.8044,3,0.4022
1867-08-13,0.8725,3,0.4362
1867-08-14,0.9406,4,0.4703
1867-08-15,0.9912,4,0.5044
1867-08-16,0.9231,4,0.5385
1867-08-17,0.8549,5,0.5725
1867-08-18,0.7868,5,0.6066
1867-08-19,0.7186,5,0.6407
1867-08-20,0.6505,5,0.6748
1867-08-21,0.5823,6,0.7088
1867-08-22,0.5142,6,0.7429
1867-08-23,0.446,7,0.777
1867-08-24,0.3779,7,0.8111
1867-08-25,0.3097,7,0.8451
1867-08-26,0.2416,7,0.8792
1867-08-27,0.1734,7,0.9133
1867-08-28,0.1053,0,0.9474
1867-08-29,0.0371,0,0.9814
1867-08-30,0.0309,0,0.0155
1867-08-31,0.0988,0,0.0494
1867-09-01,0.1668,1,0.0834
1867-09-02,0.2347,1,0.1173
1867-09-03,0.3026,1,0.1513
1867-09-04,0.3706,1,0.1853
1867-09-05,0.4385,2,0.2192
1867-09-06,0.5064,2,0.2532
1867-09-07,0.5743,3,0.2872
1867-09-08,0.6423,3,0.3211
1867-09-09,0.7102,3,0.3551
1867-09-10,0.7781,3,0.3891
1867-09-11,0.8461,3,0.423
1867-09-12,0.914,4,0.457
1867-09-13,0.9819,4,0.491
1867-09-14,0.9502,4,0.5249
1867-09-15,0.8822,4,0.5589
1867-09-16,0.8143,5,0.5928
1867-09-17,0.7464,5,0.6268
1867-09-18,0.6784,5,0.6608
1867-09-19,0.6105,6,0.6947
1867-09-20,0.5426,6,0.7287
1867-09-21,0.4747,7,0.7627
1867-09-22,0.4067,7,0.7966
1867-09-23,0.3388,7,0.8306
1867-09-24,0.2709,7,0.8646
1867-09-25,0.2029,7,0.8985
1867-09-26,0.135,7,0.9325
1867-09-27,0.0671,0,0.9665
1867-09-28,0.0008,0,0.0004
1867-09-29,0.0685,0,0.0343
1867-09-30,0.1362,1,0.0681
1867-10-01,0.2038,1,0.1019
1867-10-02,0.2715,1,0.1358
1867-10-03,0.3392,1,0.1696
1867-10-04,0.4068,2,0.2034
1867-10-05,0.4745,2,0.2373
1867-10-06,0.5422,3,0.2711
1867-10-07,0.6098,3,0.3049
1867-10-08,0.6775,3,0.3388
1867-10-09,0.7452,3,0.3726
1867-10-10,0.8128,3,0.4064
1867-10-11,0.8805,4,0.4403
1867-10-12,0.9482,4,0.4741
1867-10-13,0.9841,4,0.5079
1867-10-14,0.9165,4,0.5418
1867-10-15,0.8488,5,0.5756
1867-10-16,0.7811,5,0.6094
1867-10-17,0.7135,5,0.6433
1867-10-18,0.6458,5,0.6771
1867-10-19,0.5781,6,0.7109
1867-10-20,0.5105,6,0.7448
1867-10-21,0.4428,7,0.7786
1867-10-22,0.3751,7,0.8124
1867-10-23,0.3075,7,0.8463
1867-10-24,0.2398,7,0.8801
1867-10-25,0.1721,7,0.9139
1867-10-26,0.1045,0,0.9478
1867-10-27,0.0368,0,0.9816
1867-10-28,0.0307,0,0.0154
1867-10-29,0.0981,0,0.0491
1867-10-30,0.1655,1,0.0828
1867-10-31,0.233,1,0.1165
1867-11-01,0.3004,1,0.1502
1867-11-02,0.3678,1,0.1839
1867-11-03,0.4352,2,0.2176
1867-11-04,0.5026,2,0.2513
1867-11-05,0.57,3,0.285
1867-11-06,0.6374,3,0.3187
1867-11-07,0.7048,3,0.3524
1867-11-08,0.7722,3,0.3861
1867-11-09,0.8396,3,0.4198
1867-11-10,0.907,4,0.4535
1867-11-11,0.9744,4,0.4872
1867-11-12,0.9582,4,0.5209
1867-11-13,0.8908,4,0.5546
1867-11-14,0.8234,5,0.5883
1867-11-15,0.756,5,0.622
1867-11-16,0.6886,5,0.6557
1867-11-17,0.6212,6,0.6894
1867-11-18,0.5538,6,0.7231
1867-11-19,0.4864,6,0.7568
1867-11-20,0.419,7,0.7905
1867-11-21,0.3516,7,0.8242
1867-11-22,0.2842,7,0.8579
1867-11-23,0.2168,7,0.8916
1867-11-24,0.1494,7,0.9253
1867-11-25,0.082,0,0.959
1867-11-26,0.0146,0,0.9927
1867-11-27,0.0527,0,0.0263
1867-11-28,0.1198,0,0.0599
1867-11-29,0.187,1,0.0935
1867-11-30,0.2542,1,0.1271
1867-12-01,0.3214,1,0.1607
1867-12-02,0.3886,2,0.1943
1867-12-03,0.4558,2,0.2279
1867-12-04,0.5229,2,0.2615
1867-12-05,0.5901,3,0.2951
1867-12-06,0.6573,3,0.3287
1867-12-07,0.7245,3,0.3622
1867-12-08,0.7917,3,0.3958
1867-12-09,0.8589,3,0.4294
1867-12-10,0.926,4,0.463
1867-12-11,0.9932,4,0.4966
1867-12-12,0.9396,4,0.5302
1867-12-13,0.8724,5,0.5638
1867-12-14,0.8052,5,0.5974
1867-12-15,0.738,5,0.631
1867-12-16,0.6709,5,0.6646
1867-12-17,0.6037,6,0.6982
1867-12-18,0.5365,6,0.7317
1867-12-19,0.4693,7,0.7653
1867-12-20,0.4021,7,0.7989
1867-12-21,0.335,7,0.8325
1867-12-22,0.2678,7,0.8661
1867-12-23,0.2006,7,0.8997
1867-12-24,0.1334,7,0.9333
1867-12-25,0.0662,0,0.9669
1867-12-26,0.001,0,0.0005
1867-12-27,0.068,0,0.034
1867-12-28,0.1351,1,0.0676
1867-12-29,0.2022,1,0.1011
1867-12-30,0.2692,1,0.1346
1867-12-31,0.3363,1,0.1682
1868-01-01,0.4034,2,0.2017
1868-01-02,0.4705,2,0.2352
1868-01-03,0.5375,3,0.2688
1868-01-04,0.6046,3,0.3023
1868-01-05,0.6717,3,0.3358
1868-01-06,0.7387,3,0.3694
1868-01-07,0.8058,3,0.4029
1868-01-08,0.8729,3,0.4364
1868-01-09,0.94,4,0.47
1868-01-10,0.993,4,0.5035
1868-01-11,0.9259,4,0.5371
1868-01-12,0.8588,5,0.5706
1868-01-13,0.7917,5,0.6041
1868-01-14,0.7247,5,0.6377
1868-01-15,0.6576,5,0.6712
1868-01-16,0.5905,6,0.7047
1868-01-17,0.5235,6,0.7383
1868-01-18,0.4564,7,0.7718
1868-01-19,0.3893,7,0.8053
1868-01-20,0.3222,7,0.8389
1868-01-21,0.2552,7,0.8724
1868-01-22,0.1881,7,0.9059
1868-01-23,0.121,0,0.9395
1868-01-24,0.054,0,0.973
1868-01-25,0.0131,0,0.0066
1868-01-26,0.0803,0,0.0401
1868-01-27,0.1474,1,0.0737
1868-01-28,0.2145,1,0.1073
1868-01-29,0.2816,1,0.1408
1868-01-30,0.3488,1,0.1744
1868-01-31,0.4159,2,0.208
1868-02-01,0.483,2,0.2415
1868-02-02,0.5502,3,0.2751
1868-02-03,0.6173,3,0.3086
1868-02-04,0.6844,3,0.3422
1868-02-05,0.7515,3,0.3758
1868-02-06,0.8187,3,0.4093
1868-02-07,0.8858,4,0.4429
1868-02-08,0.9529,4,0.4765
1868-02-09,0.9799,4,0.51
1868-02-10,0.9128,4,0.5436
1868-02-11,0.8457,5,0.5772
1868-02-12,0.7785,5,0.6107
1868-02-13,0.7114,5,0.6443
1868-02-14,0.6443,5,0.6779
1868-02-15,0.5772,6,0.7114
1868-02-16,0.51,6,0.745
1868-02-17,0.4429,7,0.7786
1868-02-18,0.3758,7,0.8121
1868-02-19,0.3086,7,0.8457
1868-02-20,0.2415,7,0.8792
1868-02-21,0.1744,7,0.9128
1868-02-22,0.1072,0,0.9464
1868-02-23,0.0401,0,0.9799
1868-02-24,0.0271,0,0.0136
1868-02-25,0.0945,0,0.0472
1868-02-26,0.1618,1,0.0809
1868-02-27,0.2292,1,0.1146
1868-02-28,0.2965,1,0.1483
1868-02-29,0.3639,1,0.1819
1868-03-01,0.4312,2,0.2156
1868-03-02,0.4986,2,0.2493
1868-03-03,0.5659,3,0.283
1868-03-04,0.6333,3,0.3166
1868-03-05,0.7007,3,0.3503
1868-03-06,0.768,3,0.384
1868-03-07,0.8354,3,0.4177
1868-03-08,0.9027,4,0.4514
1868-03-09,0.9701,4,0.485
1868-03-10,0.9626,4,0.5187
1868-03-11,0.8952,4,0.5524
1868-03-12,0.8279,5,0.5861
1868-03-13,0.7605,5,0.6197
1868-03-14,0.6932,5,0.6534
1868-03-15,0.6258,5,0.6871
1868-03-16,0.5584,6,0.7208
1868-03-17,0.4911,6,0.7545
1868-03-18,0.4237,7,0.7881
1868-03-19,0.3564,7,0.8218
1868-03-20,0.289,7,0.8555
1868-03-21,0.2217,7,0.8892
1868-03-22,0.1543,7,0.9228
1868-03-23,0.087,0,0.9565
1868-03-24,0.0196,0,0.9902
1868-03-25,0.048,0,0.024
1868-03-26,0.1156,0,0.0578
1868-03-27,0.1833,1,0.0917
1868-03-28,0.251,1,0.1255
1868-03-29,0.3186,1,0.1593
1868-03-30,0.3863,2,0.1932
1868-03-31,0.454,2,0.227
1868-04-01,0.5216,2,0.2608
1868-04-02,0.5893,3,0.2947
1868-04-03,0.657,3,0.3285
1868-04-04,0.7247,3,0.3623
1868-04-05,0.7923,3,0.3962
1868-04-06,0.86,3,0.43
1868-04-07,0.9277,4,0.4638
1868-04-08,0.9953,4,0.4977
1868-04-09,0.937,4,0.5315
1868-04-10,0.8693,5,0.5653
1868-04-11,0.8017,5,0.5992
1868-04-12,0.734,5,0.633
1868-04-13,0.6663,5,0.6668
1868-04-14,0.5987,6,0.7007
1868-04-15,0.531,6,0.7345
1868-04-16,0.4633,7,0.7683
1868-04-17,0.3957,7,0.8022
1868-04-18,0.328,7,0.836
1868-04-19,0.2603,7,0.8698
1868-04-20,0.1927,7,0.9037
1868-04-21,0.125,0,0.9375
1868-04-22,0.0573,0,0.9713
1868-04-23,0.0104,0,0.0052
1868-04-24,0.0784,0,0.0392
1868-04-25,0.1463,1,0.0732
1868-04-26,0.2143,1,0.1071
1868-04-27,0.2822,1,0.1411
1868-04-28,0.3502,1,0.1751
1868-04-29,0.4182,2,0.2091
1868-04-30,0.4861,2,0.2431
1868-05-01,0.5541,3,0.277
1868-05-02,0.6221,3,0.311
1868-05-03,0.69,3,0.345
1868-05-04,0.758,3,0.379
1868-05-05,0.8259,3,0.413
1868-05-06,0.8939,4,0.447
1868-05-07,0.9619,4,0.4809
1868-05-08,0.9702,4,0.5149
1868-05-09,0.9022,4,0.5489
1868-05-10,0.8342,5,0.5829
1868-05-11,0.7663,5,0.6169
1868-05-12,0.6983,5,0.6508
1868-05-13,0.6304,5,0.6848
1868-05-14,0.5624,6,0.7188
1868-05-15,0.4944,6,0.7528
1868-05-16,0.4265,7,0.7868
1868-05-17,0.3585,7,0.8207
1868-05-18,0.2905,7,0.8547
1868-05-19,0.2226,7,0.8887
1868-05-20,0.1546,7,0.9227
1868-05-21,0.0867,0,0.9567
1868-05-22,0.0187,0,0.9907
1868-05-23,0.0494,0,0.0247
1868-05-24,0.1176,0,0.0588
1868-05-25,0.1858,1,0.0929
1868-05-26,0.2539,1,0.127
1868-05-27,0.3221,1,0.161
1868-05-28,0.3903,2,0.1951
1868-05-29,0.4584,2,0.2292
1868-05-30,0.5266,3,0.2633
1868-05-31,0.5948,3,0.2974
1868-06-01,0.6629,3,0.3315
1868-06-02,0.7311,3,0.3655
1868-06-03,0.7993,3,0.3996
1868-06-04,0.8674,3,0.4337
1868-06-05,0.9356,4,0.4678
1868-06-06,0.9962,4,0.5019
1868-06-07,0.9281,4,0.536
1868-06-08,0.8599,5,0.57
1868-06-09,0.7917,5,0.6041
1868-06-10,0.7236,5,0.6382
1868-06-11,0.6554,5,0.6723
1868-06-12,0.5872,6,0.7064
1868-06-13,0.5191,6,0.7405
1868-06-14,0.4509,7,0.7745
1868-06-15,0.3827,7,0.8086
1868-06-16,0.3146,7,0.8427
1868-06-17,0.2464,7,0.8768
1868-06-18,0.1782,7,0.9109
1868-06-19,0.1101,0,0.945
1868-06-20,0.0419,0,0.979
1868-06-21,0.0263,0,0.0131
1868-06-22,0.0946,0,0.0473
1868-06-23,0.1628,1,0.0814
1868-06-24,0.2311,1,0.1155
1868-06-25,0.2993,1,0.1497
1868-06-26,0.3676,1,0.1838
1868-06-27,0.4359,2,0.2179
1868-06-28,0.5041,2,0.2521
1868-06-29,0.5724,3,0.2862
1868-06-30,0.6406,3,0.3203
1868-07-01,0.7089,3,0.3545
1868-07-02,0.7772,3,0.3886
1868-07-03,0.8454,3,0.4227
1868-07-04,0.9137,4,0.4568
1868-07-05,0.9819,4,0.491
1868-07-06,0.9498,4,0.5251
1868-07-07,0.8815,4,0.5592
1868-07-08,0.8133,5,0.5934
1868-07-09,0.745,5,0.6275
1868-07-10,0.6768,5,0.6616
1868-07-11,0.6085,6,0.6958
1868-07-12,0.5402,6,0.7299
1868-07-13,0.472,7,0.764
1868-07-14,0.4037,7,0.7981
1868-07-15,0.3354,7,0.8323
1868-07-16,0.2672,7,0.8664
1868-07-17,0.1989,7,0.9005
1868-07-18,0.1307,7,0.9347
1868-07-19,0.0624,0,0.9688
1868-07-20,0.0059,0,0.0029
1868-07-21,0.0741,0,0.0371
1868-07-22,0.1424,1,0.0712
1868-07-23,0.2106,1,0.1053
1868-07-24,0.2789,1,0.1394
1868-07-25,0.3471,1,0.1736
1868-07-26,0.4154,2,0.2077
1868-07-27,0.4836,2,0.2418
1868-07-28,0.5519,3,0.2759
1868-07-29,0.6201,3,0.3101
1868-07-30,0.6884,3,0.3442
1868-07-31,0.7567,3,0.3783
1868-08-01,0.8249,3,0.4125
1868-08-02,0.8932,4,0.4466
1868-08-03,0.9614,4,0.4807
1868-08-04,0.9703,4,0.5148
1868-08-05,0.9021,4,0.549
1868-08-06,0.8338,5,0.5831
1868-08-07,0.7656,5,0.6172
1868-08-08,0.6973,5,0.6513
1868-08-09,0.6291,5,0.6855
1868-08-10,0.5608,6,0.7196
1868-08-11,0.4926,6,0.7537
1868-08-12,0.4243,7,0.7879
1868-08-13,0.356,7,0.822
1868-08-14,0.2878,7,0.8561
1868-08-15,0.2195,7,0.8902
1868-08-16,0.1513,7,0.9244
1868-08-17,0.083,0,0.9585
1868-08-18,0.0148,0,0.9926
1868-08-19,0.0534,0,0.0267
1868-08-20,0.1216,0,0.0608
1868-08-21,0.1898,1,0.0949
1868-08-22,0.2579,1,0.129
1868-08-23,0.3261,1,0.163
1868-08-24,0.3943,2,0.1971
1868-08-25,0.4624,2,0.2312
1868-08-26,0.5306,3,0.2653
1868-08-27,0.5988,3,0.2994
1868-08-28,0.6669,3,0.3335
1868-08-29,0.7351,3,0.3676
1868-08-30,0.8033,3,0.4016
1868-08-31,0.8714,3,0.4357
1868-09-01,0.9396,4,0.4698
1868-09-02,0.9922,4,0.5039
1868-09-03,0.9241,4,0.538
1868-09-04,0.8559,5,0.5721
1868-09-05,0.7877,5,0.6061
1868-09-06,0.7195,5,0.6402
1868-09-07,0.6514,5,0.6743
1868-09-08,0.5832,6,0.7084
1868-09-09,0.515,6,0.7425
1868-09-10,0.4469,7,0.7766
1868-09-11,0.3787,7,0.8106
1868-09-12,0.3105,7,0.8447
1868-09-13,0.2424,7,0.8788
1868-09-14,0.1742,7,0.9129
1868-09-15,0.106,0,0.947
1868-09-16,0.0379,0,0.9811
1868-09-17,0.0302,0,0.0151
1868-09-18,0.0983,0,0.0491
1868-09-19,0.1663,1,0.0831
1868-09-20,0.2343,1,0.1171
1868-09-21,0.3023,1,0.1512
1868-09-22,0.3703,1,0.1852
1868-09-23,0.4384,2,0.2192
1868-09-24,0.5064,2,0.2532
1868-09-25,0.5744,3,0.2872
1868-09-26,0.6424,3,0.3212
1868-09-27,0.7104,3,0.3552
1868-09-28,0.7784,3,0.3892
1868-09-29,0.8465,3,0.4232
1868-09-30,0.9145,4,0.4572
1868-10-01,0.9825,4,0.4912
1868-10-02,0.9495,4,0.5253
1868-10-03,0.8815,4,0.5593
1868-10-04,0.8134,5,0.5933
1868-10-05,0.7454,5,0.6273
1868-10-06,0.6774,5,0.6613
1868-10-07,0.6094,6,0.6953
1868-10-08,0.5414,6,0.7293
1868-10-09,0.4734,7,0.7633
1868-10-10,0.4053,7,0.7973
1868-10-11,0.3373,7,0.8313
1868-10-12,0.2693,7,0.8653
1868-10-13,0.2013,7,0.8994
1868-10-14,0.1333,7,0.9334
1868-10-15,0.0653,0,0.9674
1868-10-16,0.0028,0,0.0014
1868-10-17,0.0706,0,0.0353
1868-10-18,0.1384,1,0.0692
1868-10-19,0.2062,1,0.1031
1868-10-20,0.274,1,0.137
1868-10-21,0.3418,1,0.1709
1868-10-22,0.4096,2,0.2048
1868-10-23,0.4774,2,0.2387
1868-10-24,0.5452,3,0.2726
1868-10-25,0.613,3,0.3065
1868-10-26,0.6808,3,0.3404
1868-10-27,0.7486,3,0.3743
1868-10-28,0.8164,3,0.4082
1868-10-29,0.8842,4,0.4421
1868-10-30,0.952,4,0.476
1868-10-31,0.9802,4,0.5099
1868-11-01,0.9124,4,0.5438
1868-11-02,0.8445,5,0.5777
1868-11-03,0.7767,5,0.6116
1868-11-04,0.7089,5,0.6455
1868-11-05,0.6411,5,0.6794
1868-11-06,0.5733,6,0.7133
1868-11-07,0.5055,6,0.7472
1868-11-08,0.4377,7,0.7811
1868-11-09,0.3699,7,0.815
1868-11-10,0.3021,7,0.8489
1868-11-11,0.2343,7,0.8829
1868-11-12,0.1665,7,0.9168
1868-11-13,0.0987,0,0.9507
1868-11-14,0.0309,0,0.9846
1868-11-15,0.0368,0,0.0184
1868-11-16,0.1043,0,0.0522
1868-11-17,0.1719,1,0.0859
1868-11-18,0.2394,1,0.1197
1868-11-19,0.307,1,0.1535
1868-11-20,0.3745,1,0.1873
1868-11-21,0.4421,2,0.221
1868-11-22,0.5096,2,0.2548
1868-11-23,0.5772,3,0.2886
1868-11-24,0.6447,3,0.3223
1868-11-25,0.7122,3,0.3561
1868-11-26,0.7798,3,0.3899
1868-11-27,0.8473,3,0.4237
1868-11-28,0.9149,4,0.4574
1868-11-29,0.9824,4,0.4912
1868-11-30,0.95,4,0.525
1868-12-01,0.8825,4,0.5588
1868-12-02,0.8149,5,0.5925
1868-12-03,0.7474,5,0.6263
1868-12-04,0.6798,5,0.6601
1868-12-05,0.6123,6,0.6939
1868-12-06,0.5448,6,0.7276
1868-12-07,0.4772,6,0.7614
1868-12-08,0.4097,7,0.7952
1868-12-09,0.3421,7,0.8289
1868-12-10,0.2746,7,0.8627
1868-12-11,0.207,7,0.8965
1868-12-12,0.1395,7,0.9303
1868-12-13,0.0719,0,0.964
1868-12-14,0.0044,0,0.9978
1868-12-15,0.0629,0,0.0315
1868-12-16,0.1302,1,0.0651
1868-12-17,0.1975,1,0.0988
1868-12-18,0.2648,1,0.1324
1868-12-19,0.3321,1,0.166
1868-12-20,0.3994,2,0.1997
1868-12-21,0.4667,2,0.2333
1868-12-22,0.534,3,0.267
1868-12-23,0.6012,3,0.3006
1868-12-24,0.6685,3,0.3343
1868-12-25,0.7358,3,0.3679
1868-12-26,0.8031,3,0.4016
1868-12-27,0.8704,3,0.4352
1868-12-28,0.9377,4,0.4688
1868-12-29,0.995,4,0.5025
1868-12-30,0.9277,4,0.5361
1868-12-31,0.8604,5,0.5698
1869-01-01,0.7931,5,0.6034
1869-01-02,0.7259,5,0.6371
1869-01-03,0.6586,5,0.6707
1869-01-04,0.5913,6,0.7044
1869-01-05,0.524,6,0.738
1869-01-06,0.4567,7,0.7717
1869-01-07,0.3894,7,0.8053
1869-01-08,0.3221,7,0.8389
1869-01-09,0.2548,7,0.8726
1869-01-10,0.1875,7,0.9062
1869-01-11,0.1202,0,0.9399
1869-01-12,0.053,0,0.9735
1869-01-13,0.0143,0,0.0072
1869-01-14,0.0814,0,0.0407
1869-01-15,0.1486,1,0.0743
1869-01-16,0.2157,1,0.1078
1869-01-17,0.2828,1,0.1414
1869-01-18,0.35,1,0.175
1869-01-19,0.4171,2,0.2085
1869-01-20,0.4842,2,0.2421
1869-01-21,0.5514,3,0.2757
1869-01-22,0.6185,3,0.3092
1869-01-23,0.6856,3,0.3428
1869-01-24,0.7527,3,0.3764
1869-01-25,0.8199,3,0.4099
1869-01-26,0.887,4,0.4435
1869-01-27,0.9541,4,0.4771
1869-01-28,0.9787,4,0.5106
1869-01-29,0.9116,4,0.5442
1869-01-30,0.8445,5,0.5778
1869-01-31,0.7773,5,0.6113
1869-02-01,0.7102,5,0.6449
1869-02-02,0.6431,5,0.6785
1869-02-03,0.5759,6,0.712
1869-02-04,0.5088,6,0.7456
1869-02-05,0.4417,7,0.7792
1869-02-06,0.3745,7,0.8127
1869-02-07,0.3074,7,0.8463
1869-02-08,0.2403,7,0.8799
1869-02-09,0.1731,7,0.9134
1869-02-10,0.106,0,0.947
1869-02-11,0.0389,0,0.9806
1869-02-12,0.0283,0,0.0141
1869-02-13,0.0954,0,0.0477
1869-02-14,0.1625,1,0.0813
1869-02-15,0.2297,1,0.1148
1869-02-16,0.2968,1,0.1484
1869-02-17,0.364,1,0.182
1869-02-18,0.4311,2,0.2156
1869-02-19,0.4983,2,0.2491
1869-02-20,0.5654,3,0.2827
1869-02-21,0.6326,3,0.3163
1869-02-22,0.6997,3,0.3498
1869-02-23,0.7668,3,0.3834
1869-02-24,0.834,3,0.417
1869-02-25,0.9011,4,0.4506
1869-02-26,0.9683,4,0.4841
1869-02-27,0.9646,4,0.5177
1869-02-28,0.8974,4,0.5513
1869-03-01,0.8303,5,0.5849
1869-03-02,0.7631,5,0.6184
1869-03-03,0.696,5,0.652
1869-03-04,0.6289,5,0.6856
1869-03-05,0.5617,6,0.7191
1869-03-06,0.4946,6,0.7527
1869-03-07,0.4274,7,0.7863
1869-03-08,0.3603,7,0.8199
1869-03-09,0.2931,7,0.8534
1869-03-10,0.226,7,0.887
1869-03-11,0.1588,7,0.9206
1869-03-12,0.0917,0,0.9541
1869-03-13,0.0246,0,0.9877
1869-03-14,0.0427,0,0.0213
1869-03-15,0.11,0,0.055
1869-03-16,0.1773,1,0.0887
1869-03-17,0.2447,1,0.1223
1869-03-18,0.312,1,0.156
1869-03-19,0.3793,2,0.1896
1869-03-20,0.4466,2,0.2233
1869-03-21,0.5139,2,0.257
1869-03-22,0.5813,3,0.2906
1869-03-23,0.6486,3,0.3243
1869-03-24,0.7159,3,0.3579
1869-03-25,0.7832,3,0.3916
1869-03-26,0.8505,3,0.4253
1869-03-27,0.9179,4,0.4589
1869-03-28,0.9852,4,0.4926
1869-03-29,0.9475,4,0.5262
1869-03-30,0.8802,4,0.5599
1869-03-31,0.8129,5,0.5936
1869-04-01,0.7455,5,0.6272
1869-04-02,0.6782,5,0.6609
1869-04-03,0.6109,6,0.6945
1869-04-04,0.5436,6,0.7282
1869-04-05,0.4763,6,0.7619
1869-04-06,0.4089,7,0.7955
1869-04-07,0.3416,7,0.8292
1869-04-08,0.2743,7,0.8628
1869-04-09,0.207,7,0.8965
1869-04-10,0.1397,7,0.9302
1869-04-11,0.0724,0,0.9638
1869-04-12,0.005,0,0.9975
1869-04-13,0.0625,0,0.0313
1869-04-14,0.1301,1,0.065
1869-04-15,0.1977,1,0.0988
1869-04-16,0.2652,1,0.1326
1869-04-17,0.3328,1,0.1664
1869-04-18,0.4004,2,0.2002
1869-04-19,0.468,2,0.234
1869-04-20,0.5355,3,0.2678
1869-04-21,0.6031,3,0.3016
1869-04-22,0.6707,3,0.3353
1869-04-23,0.7383,3,0.3691
1869-04-24,0.8058,3,0.4029
1869-04-25,0.8734,3,0.4367
1869-04-26,0.941,4,0.4705
1869-04-27,0.9914,4,0.5043
1869-04-28,0.9239,4,0.5381
1869-04-29,0.8563,5,0.5719
1869-04-30,0.7887,5,0.6056
1869-05-01,0.7211,5,0.6394
1869-05-02,0.6536,5,0.6732
1869-05-03,0.586,6,0.707
1869-05-04,0.5184,6,0.7408
1869-05-05,0.4508,7,0.7746
1869-05-06,0.3833,7,0.8084
1869-05-07,0.3157,7,0.8422
1869-05-08,0.2481,7,0.8759
1869-05-09,0.1805,7,0.9097
1869-05-10,0.113,0,0.9435
1869-05-11,0.0454,0,0.9773
